,username,date,comments
3508,kcleuk,March 2007,"Hi,  I live in IOWA and I am thinking of getting a Lexus IS250. But I can't decide on the RWD or AWD.  I was thinking of getting the RWD with Navi cause the AWD with Navi is too expensive. If I get the AWD, then I would give up on Navi.  However, I've heard about RWD being really bad in the winter. Can someone please advise. Thanks."
3509,circlew,March 2007,"1487, I test drove the 2005 G35 coupe. Fast and nice handling but cheaper feel and a lot of wind noise past 70 MPH. Interior was not up to par for this class but was improved on in '07.  I did not like the sedan looks but the new one is quite appealing. Look forward to the new TL as you have stated and I might take a look at the CTS for S&G's.  I refuse to repeat vs. 3 series...you know the drill.  Regards, OW"
3510,fedlawman,March 2007,"""The TL is an outstanding value and this fact is recognized my almost everyone. It gives you a lot for the money and it a far more reasonably priced than a 328i.""  Funny, I just priced a base TL and a 328i with leather (because I know some folks care about that)) and they came within $300 of each other.  TL = $34,300 328i = $34,600.  So, how exactly is the TL ""far more reasonably priced?"""
3511,1487,March 2007,"For those that wont drive FWD cars its apparent they need to look in the ELS category for a car. If we put aside drive wheels and look at performance and features we find that many cars in this class seem overpriced compared to loaded ""regular"" cars. Of course a loaded Camry or Altima doesnt come with the same prestige as a luxury branded saloon so many people would much rather drive a base model A4 or 328 as opposed to a loaded non luxury car.  I dont think fun to drive cars are limited to RWD so I wouldnt be pressed to buy a car in this class NEW unless I could comforably afford it. I would definitely get a used '08 CTS or G35 though. There is little value in luxury cars these days, especially since technology is racing to the lower end of the market like never before. Features that were luxury exclusives a few short years ago are now found on cars under $25k. Of course many will argue the extra money is worth it due to ""driving feel"" and ""things you only notice if you're a BMW owner"" and all that. Dont buy it. If these same cars were branded Nissans or Pontiacs interest in them would drop significantly, especially amongst sport sedan poser owners who buy based on the badge."
3512,1487,March 2007,"Features. The TL is loaded at that price. Add memory, heated seats, leather, sunroof, top sound system, etc. to the 328. It is pointless to compare prices without mentioning equipment levels. The Maxima loaded up costs more than a base 328i but it has WAY more equipment so it would be ridiculous to say the 328 is as affordable as the Maxima."
3513,goodegg,March 2007,"Both the G and the 328 were too small for me, but they definitely go head to head.  What I don't get is how everyone has decided BMW's newly turbo-ed 335 is as reliable as the G's (or others' in this comparo)proven power plant. This engine could end up being a total thorn in the paw.  I wouldn't buy any turbo-ed car."
3514,03accordman,March 2007,"""Valid point. You dont get much more in the entry luxury class than you do with a fully loaded midsize car these days. I was trying to limit my price comparisons to cars in this class. There are plenty of cars cheaper than the 3 series, but unless they are in this class I dont think its relevant""  Exactly. Why even buy any cars in this class at all? The TL and Accord are the same platform; and both are excellent vehicles. How does one looking for value justify buying a TL over as Accord? A couple of minor suspension upgrades will put the Accord fairly close to the TL in ride/handling."
3515,1487,March 2007,""" I might take a look at the CTS for S&G's. ""  I'm not sure what you mean by that but I assume you mean you will take a look at the CTS just for fun but have no intentions of liking the car. What are you basing this on? What do you find lacking in the new CTS? I have been in the G35's new interior several times and I like it but I would be shocked if the new CTS interior isnt superior. The curretne SRX interior is extremely nice and I suspect the CTS interior will be even better. If thats the case, I would rank the CTS interior above the G35. I am already ranking the CTS superior in exterior styling because I am lukewarm about the G's shape. A little too dull and evolutionary."
3516,fedlawman,March 2007,"""The TL is loaded at that price. Add memory, heated seats, leather, sunroof, top sound system, etc. to the 328.""  The ""base"" 328i comes standard with memory, heated seats, moonroof, and AM/FM/CD/MP3 10 speaker audio system. Add leather interior, and it costs $300 more than a TL."
3517,1487,March 2007,"I think we all know the TL has FAR more features than the Accord. HIDs, memory, 14more hp, superior interior, Dolby 5.1 sound system, XM nav traffic, trip computer, etc. If the engine is your only concern than there is no reason to buy the TL."
3518,1487,March 2007,"Just checked here on edmunds. A 328 with leather, HIDs, 8way seats with memory, Logic7 sound, auto and heated seats will run you $39,590 with automatic. Subtract $1275 for manual tranny. I dont think its cheaper than the TL. Where did you get your pricing? The car I just priced out is probably just like the one in the C&D issue except they had a manual and sport package. Either way their car was about $39k without nav."
